atletas.atleta_id,atletas.apelido,Posição,G,A,FT,FD,FF,FS,PS,PE,I,PP,DS,FC,GC,CA,CV,PC,SG,DE,DP,GS,Finalizacoes_Totais,Finalizacoes_Perigosas,Participação_Gols,Índice_Defensivo,pontos_fantasy,Eficiência_Chute
117459,Léo Maná,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.0,0.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,0.0
117632,Garro,MEI,0.0,36.0,54.0,131.0,128.0,922.0,0.0,0,9.0,0.0,173.0,327.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,185.0,36.0,-154.0,1070.2,0.0
117711,Pedro Caixinha,TEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117818,Young,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,71.0,0.0,0.0,0.0,0.0,42.0,0.0
117849,Giovane,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117910,Breno Bidon,MEI,27.0,37.0,22.0,115.0,215.0,1638.0,19.0,0,19.0,0.0,969.0,1401.0,0.0,170.0,9.0,11.0,0.0,0.0,0.0,0.0,352.0,137.0,64.0,-432.0,2147.6,0.07670454545454546
117930,Lavega,ATA,0.0,0.0,0.0,15.0,0.0,82.0,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,57.5,0.0
118090,Iago,ZAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118238,Ronald,MEI,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,46.0,0.0
118563,Rodriguinho,MEI,0.0,20.0,14.0,85.0,259.0,54.0,0.0,0,44.0,0.0,269.0,348.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,99.0,20.0,-79.0,563.1999999999999,0.0
118701,Kevyson,LAT,0.0,0.0,0.0,0.0,18.0,51.0,0.0,0,0.0,0.0,83.0,133.0,0.0,41.0,0.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,-29.0,163.6,0.0
118752,Mateus Carvalho,MEI,0.0,0.0,0.0,0.0,56.0,135.0,0.0,0,0.0,0.0,266.0,367.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,-101.0,292.4,0.0
118758,Jair,ZAG,0.0,2.0,0.0,4.0,32.0,58.0,0.0,0,0.0,0.0,51.0,27.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,36.0,4.0,2.0,64.0,322.5,0.0
118774,Alexsander,MEI,6.0,0.0,0.0,25.0,25.0,176.0,0.0,0,0.0,0.0,360.0,244.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,6.0,116.0,491.79999999999995,0.12
118775,Lautaro Díaz,ATA,33.0,19.0,12.0,59.0,123.0,83.0,2.0,0,50.0,0.0,135.0,189.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,71.0,52.0,-54.0,689.0,0.17010309278350516
120566,Vitor Pernambuco,ATA,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,11.0,39.7,0.0
120612,Orlando Ribeiro,TEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120856,Arthur Sousa,ATA,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0,0.0,0.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,26.6,0.0
121668,Bruninho,MEI,0.0,0.0,0.0,0.0,33.0,66.0,0.0,0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,165.0,257.4,0.0
121766,Paulinho Silva,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121766,Paulo Ricardo,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121792,André,ATA,61.0,34.0,32.0,166.0,260.0,204.0,0.0,0,35.0,0.0,185.0,163.0,0.0,46.0,0.0,15.0,0.0,0.0,0.0,0.0,458.0,198.0,95.0,22.0,1371.8,0.1331877729257642
121823,Kauê,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
121824,Kayke,ATA,0.0,1.0,0.0,0.0,47.0,40.0,0.0,0,37.0,0.0,72.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,8.0,126.1,0.0
121827,Kauê Rodrigues,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121830,Janderson,ATA,9.0,0.0,0.0,15.0,19.0,44.0,0.0,0,22.0,0.0,40.0,113.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,15.0,9.0,-73.0,122.10000000000001,0.2647058823529412
121866,Hudson,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,57.0,108.0,0.0,38.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,-53.0,0.0
122127,Fernando,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122166,Edison Negueba,ATA,1.0,0.0,3.0,3.0,1.0,4.0,0.0,0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,34.0,64.2,0.14285714285714285
122300,Ryan,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122302,Cristian,ATA,93.0,46.0,0.0,350.0,201.0,191.0,0.0,0,6.0,0.0,196.0,426.0,0.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0,551.0,350.0,139.0,-230.0,1689.1000000000001,0.16878402903811252
122303,Allan,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122318,Dyogo Alves,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122320,Daniel Sales,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122321,Lorran,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122394,Gustavinho,MEI,0.0,0.0,13.0,33.0,37.0,26.0,0.0,0,0.0,0.0,126.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,46.0,0.0,-42.0,222.0,0.0
122396,Ryan,MEI,0.0,0.0,0.0,0.0,0.0,316.0,0.0,0,0.0,0.0,315.0,291.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,419.7,0.0
122406,Luisão,ZAG,0.0,0.0,0.0,0.0,51.0,103.0,0.0,0,0.0,0.0,183.0,84.0,0.0,51.0,0.0,0.0,29.0,0.0,0.0,0.0,51.0,0.0,0.0,128.0,380.7,0.0
122420,Lucca,ATA,0.0,0.0,0.0,29.0,28.0,189.0,0.0,0,0.0,0.0,31.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,29.0,0.0,-57.0,162.5,0.0
122458,Vinícius Lago,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122485,Barros,MEI,3.0,0.0,0.0,39.0,22.0,268.0,0.0,0,0.0,0.0,278.0,243.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,39.0,3.0,35.0,429.1,0.04918032786885246
122486,Rayan,ATA,208.0,0.0,103.0,370.0,506.0,939.0,0.0,0,0.0,0.0,632.0,433.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,473.0,208.0,199.0,3863.8,0.212461695607763
122487,GB,ATA,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,-2.0,200.7,0.0
122538,Yan Henrique,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122539,Léo Jacó,ATA,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0,0.0,0.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,20.900000000000002,0.0
122573,Wallace Yan,ATA,26.0,52.0,0.0,23.0,166.0,436.0,0.0,0,69.0,0.0,91.0,172.0,0.0,77.0,12.0,0.0,0.0,0.0,0.0,0.0,189.0,23.0,78.0,-81.0,784.1,0.13756613756613756
122660,Japa,MEI,0.0,0.0,0.0,1.0,3.0,5.0,0.0,0,5.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,-20.0,5.0,0.0
122755,Lucas Cunha,ZAG,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,0.0,0.0,123.0,150.0,0.0,65.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,255.6,0.0
122781,Caballero,ATA,20.0,20.0,0.0,30.0,51.0,134.0,0.0,0,39.0,0.0,143.0,133.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,30.0,40.0,10.0,511.6,0.24691358024691357
122861,Abner,ZAG,0.0,37.0,0.0,5.0,69.0,123.0,0.0,0,37.0,0.0,291.0,279.0,0.0,52.0,0.0,0.0,64.0,0.0,0.0,0.0,74.0,5.0,37.0,76.0,837.5,0.0
122897,Guzmán Rodríguez,ZAG,25.0,0.0,0.0,68.0,160.0,292.0,0.0,0,15.0,0.0,348.0,458.0,0.0,131.0,0.0,0.0,178.0,0.0,0.0,0.0,228.0,68.0,25.0,68.0,1593.3,0.10964912280701754
122922,Wanderson Aranha,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122989,David Kauã,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122990,Patrick,MEI,0.0,0.0,0.0,28.0,0.0,85.0,0.0,0,0.0,0.0,114.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,28.0,187.1,0.0
122994,Victor Nascimento,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123001,João Andrade,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123004,Tiago,ATA,22.0,38.0,0.0,35.0,81.0,349.0,34.0,0,50.0,0.0,203.0,293.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,35.0,60.0,-90.0,810.0,0.1896551724137931
123005,Sidney,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123007,Vitinho,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123359,Cadu,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123360,Cauly,MEI,32.0,96.0,0.0,76.0,187.0,205.0,0.0,0,0.0,0.0,153.0,231.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,76.0,128.0,-78.0,1149.6000000000001,0.12167300380228137
123494,Roger,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123497,Jota,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123649,Janderson,ZAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,165.0,0.0
123717,Zé Guilherme,LAT,0.0,0.0,13.0,0.0,13.0,26.0,0.0,0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,26.0,13.0,0.0,14.0,144.1,0.0
123738,Herrera,ATA,7.0,16.0,0.0,86.0,204.0,90.0,0.0,0,0.0,0.0,220.0,206.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,86.0,23.0,14.0,625.6,0.02413793103448276
123744,Alan Rodríguez,MEI,0.0,3.0,19.0,12.0,42.0,141.0,0.0,0,10.0,0.0,241.0,105.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,31.0,3.0,136.0,430.2,0.0
123788,Lezcano,MEI,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,93.9,0.0
123795,Lucho Rodríguez,ATA,8.0,0.0,0.0,71.0,135.0,138.0,0.0,0,25.0,0.0,52.0,164.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,71.0,8.0,-112.0,319.90000000000003,0.038834951456310676
123873,Palacios,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123907,Pepa,TEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123960,Fábio,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124077,Enzo,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124239,Henry Mosquera,ATA,0.0,0.0,0.0,244.0,71.0,226.0,0.0,0,59.0,0.0,247.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,244.0,0.0,-46.0,665.2,0.0
124247,Isaac,ATA,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
124250,Pedro Ataíde,ATA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124251,Deivid Washington,ATA,17.0,0.0,14.0,25.0,64.0,195.0,0.0,0,26.0,0.0,20.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,39.0,17.0,-68.0,351.7,0.1650485436893204
124264,Kauan,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124270,Allex,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124271,Gustavo Prado,MEI,29.0,0.0,0.0,178.0,215.0,307.0,0.0,0,36.0,0.0,203.0,131.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,178.0,29.0,72.0,923.8,0.0737913486005089
124275,Gabriel Carvalho,MEI,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,3.0,21.7,0.0
124280,Ricardo Mathias,ATA,78.0,1.0,30.0,118.0,115.0,237.0,0.0,0,41.0,0.0,49.0,248.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,148.0,79.0,-199.0,1021.4,0.2965779467680608
124369,Léo Aragão,GOL,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,34.0,111.0,0.0,14.0,0.0,0.0,0.0,35.0,262.7,0.0
124400,Wesley Santos,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124481,Mateo Ponte,LAT,38.0,0.0,0.0,0.0,98.0,77.0,0.0,0,71.0,0.0,216.0,241.0,0.0,57.0,0.0,0.0,139.0,0.0,0.0,0.0,98.0,0.0,38.0,114.0,1238.7,0.3877551020408163
124526,Giay,LAT,0.0,0.0,0.0,0.0,108.0,768.0,0.0,0,11.0,0.0,1169.0,665.0,0.0,14.0,0.0,0.0,263.0,0.0,0.0,0.0,108.0,0.0,0.0,767.0,2973.6,0.0
124661,Iván Román,ZAG,0.0,0.0,0.0,19.0,36.0,161.0,0.0,0,6.0,0.0,180.0,123.0,0.0,56.0,0.0,0.0,30.0,0.0,0.0,0.0,55.0,19.0,0.0,87.0,404.59999999999997,0.0
124674,Felipe Negrucci,MEI,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0,0.0,0.0,18.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,-25.0,31.7,0.0
124701,Leandro,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124757,Nathan Fernandes,ATA,26.0,46.0,0.0,81.0,28.0,138.0,0.0,0,45.0,0.0,73.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,81.0,72.0,-9.0,685.1,0.23853211009174313
124912,Jonathan Jesus,ZAG,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0,12.0,0.0,266.0,316.0,0.0,8.0,37.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,620.6999999999999,0.0
125467,Viery,ZAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,148.9,0.0
125469,Alisson,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125488,João Pedro,ZAG,0.0,22.0,0.0,21.0,45.0,36.0,0.0,0,0.0,0.0,210.0,289.0,0.0,100.0,0.0,0.0,93.0,0.0,0.0,0.0,66.0,21.0,22.0,14.0,719.5,0.0
125697,Leonan,ZAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126120,Marcelinho,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126182,Paulinho,MEI,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0,0.0,0.0,146.0,330.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-184.0,132.2,0.0
126216,Derik Lacerda,ATA,43.0,0.0,20.0,135.0,130.0,193.0,0.0,0,56.0,0.0,131.0,269.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,155.0,43.0,-138.0,766.4,0.15087719298245614
126471,Barreal,MEI,181.0,11.0,40.0,201.0,335.0,450.0,0.0,0,100.0,0.0,1070.0,501.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,241.0,192.0,569.0,3447.8999999999996,0.3142361111111111
126900,Igor Coronado,MEI,6.0,0.0,0.0,16.0,5.0,28.0,0.0,0,0.0,0.0,40.0,32.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,21.0,16.0,6.0,8.0,112.60000000000001,0.2857142857142857
126977,Fernando Seabra,TEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127242,Bahia,MEI,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,63.0,104.19999999999999,0.0
127932,Julio Fidélis,LAT,0.0,20.0,0.0,0.0,55.0,128.0,0.0,0,0.0,0.0,91.0,36.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,55.0,0.0,20.0,70.0,381.4,0.0
128583,Thiago Henrique,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128590,Rayan Lucas,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128915,Estêvão,ATA,0.0,18.0,0.0,10.0,86.0,153.0,0.0,0,51.0,0.0,19.0,98.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,10.0,18.0,-79.0,218.6,0.0
129317,Felipe Cardoso,MEI,0.0,0.0,0.0,23.0,0.0,19.0,0.0,0,0.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,-4.0,52.99999999999999,0.0
129659,Kauã Davi,ZAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129663,Ruan Pablo,ATA,0.0,0.0,0.0,34.0,0.0,11.0,0.0,0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,-10.0,33.3,0.0
129665,Pablo,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129666,JP,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129930,Cristhian Loor,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129948,Bruno Xavier,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130048,Noriega,MEI,0.0,0.0,0.0,0.0,61.0,112.0,0.0,0,0.0,0.0,156.0,132.0,0.0,18.0,0.0,30.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,24.0,204.4,0.0
130189,Léo Nannetti,GOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130190,Carbone,LAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130252,Euder,MEI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
